Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1,Val Loss,Val Accuracy,Val Precision,Val Recall,Val F1
1,2.007276090237463,0.3299479811741392,0.3299479811741392,0.3299479811741392,0.3299479811741392,1.8800169123543633,0.36746143057503505,0.36746143057503505,0.36746143057503505,0.36746143057503505
2,1.6068953139037483,0.4614812979935596,0.4614812979935596,0.4614812979935596,0.4614812979935596,1.6452472342385187,0.42496493688639553,0.42496493688639553,0.42496493688639553,0.42496493688639553
3,1.4426942215606628,0.5209313846916027,0.5209313846916027,0.5209313846916027,0.5209313846916027,1.4390658921665616,0.514726507713885,0.514726507713885,0.514726507713885,0.514726507713885
4,1.370504012692116,0.5372801585335645,0.5372801585335645,0.5372801585335645,0.5372801585335645,1.3792279481887817,0.5259467040673211,0.5259467040673211,0.5259467040673211,0.5259467040673211
5,1.3068966832556743,0.560069358434481,0.560069358434481,0.560069358434481,0.560069358434481,1.4825845162073772,0.5007012622720898,0.5007012622720898,0.5007012622720898,0.5007012622720898
6,1.2389665832632615,0.5838493931136983,0.5838493931136983,0.5838493931136983,0.5838493931136983,1.3729649782180786,0.5385694249649369,0.5385694249649369,0.5385694249649369,0.5385694249649369
7,1.1968916951432058,0.6001981669556602,0.6001981669556602,0.6001981669556602,0.6001981669556602,1.3298184037208558,0.544179523141655,0.544179523141655,0.544179523141655,0.544179523141655
8,1.1515935635849421,0.6133267277681447,0.6133267277681447,0.6133267277681447,0.6133267277681447,1.2248419668939379,0.5932678821879382,0.5932678821879382,0.5932678821879382,0.5932678821879382
9,1.1036456460538118,0.6319048798612832,0.6319048798612832,0.6319048798612832,0.6319048798612832,1.3408184369405112,0.5385694249649369,0.5385694249649369,0.5385694249649369,0.5385694249649369
10,1.0934405020574336,0.6368590537527867,0.6368590537527867,0.6368590537527867,0.6368590537527867,1.2751554621590508,0.5834502103786816,0.5834502103786816,0.5834502103786816,0.5834502103786816
11,1.0421175909607778,0.6574188754025266,0.6574188754025266,0.6574188754025266,0.6574188754025266,1.203620884153578,0.5932678821879382,0.5932678821879382,0.5932678821879382,0.5932678821879382
12,1.0054564893010105,0.662125340599455,0.662125340599455,0.662125340599455,0.662125340599455,1.234712294737498,0.6100981767180925,0.6100981767180925,0.6100981767180925,0.6100981767180925
13,1.0021510279696921,0.6641070101560564,0.6641070101560564,0.6641070101560564,0.6641070101560564,1.1258879608578152,0.6339410939691444,0.6339410939691444,0.6339410939691444,0.6339410939691444
14,0.9589999150852913,0.6831805796383453,0.6831805796383453,0.6831805796383453,0.6831805796383453,1.126845535967085,0.6339410939691444,0.6339410939691444,0.6339410939691444,0.6339410939691444
15,0.9289089469570416,0.6928412187267773,0.6928412187267773,0.6928412187267773,0.6928412187267773,1.2669836680094402,0.5792426367461431,0.5792426367461431,0.5792426367461431,0.5792426367461431
16,0.9095554146842052,0.7005201882586078,0.7005201882586078,0.7005201882586078,0.7005201882586078,1.1729127287864685,0.5932678821879382,0.5932678821879382,0.5932678821879382,0.5932678821879382
17,0.9014185132245301,0.6972999752291306,0.6972999752291306,0.6972999752291306,0.6972999752291306,1.1629410531785753,0.5890603085553997,0.5890603085553997,0.5890603085553997,0.5890603085553997
18,0.8681546602795718,0.7215754272974981,0.7215754272974981,0.7215754272974981,0.721575427297498,1.1355615119139353,0.6002805049088359,0.6002805049088359,0.6002805049088359,0.6002805049088359
19,0.8562798749788005,0.714391875154818,0.714391875154818,0.714391875154818,0.714391875154818,1.146903353267246,0.603085553997195,0.603085553997195,0.603085553997195,0.603085553997195
20,0.8244320224867507,0.7275204359673024,0.7275204359673024,0.7275204359673024,0.7275204359673025,1.1116287271181742,0.6339410939691444,0.6339410939691444,0.6339410939691444,0.6339410939691444
21,0.8136114624177986,0.7290066881347536,0.7290066881347536,0.7290066881347536,0.7290066881347536,1.0913676540056865,0.6423562412342216,0.6423562412342216,0.6423562412342216,0.6423562412342216
22,0.7790951707617567,0.740648996779787,0.740648996779787,0.740648996779787,0.740648996779787,1.1064457125133937,0.6409537166900421,0.6409537166900421,0.6409537166900421,0.6409537166900421
23,0.7742425155027111,0.740648996779787,0.740648996779787,0.740648996779787,0.740648996779787,1.1716740409533182,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131
24,0.7547770296867657,0.7433737924201139,0.7433737924201139,0.7433737924201139,0.7433737924201139,1.1112299680709838,0.635343618513324,0.635343618513324,0.635343618513324,0.635343618513324
25,0.7355030200226976,0.7597225662620758,0.7597225662620758,0.7597225662620758,0.7597225662620759,1.0778413640128242,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783
26,0.7294786984741453,0.7624473619024028,0.7624473619024028,0.7624473619024028,0.7624473619024027,1.1491035143534343,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131
27,0.6991504554456401,0.7678969531830567,0.7678969531830567,0.7678969531830567,0.7678969531830567,1.1107226120101081,0.6213183730715287,0.6213183730715287,0.6213183730715287,0.6213183730715287
28,0.6518106399317504,0.788952192221947,0.788952192221947,0.788952192221947,0.7889521922219471,1.1338584151532916,0.6311360448807855,0.6311360448807855,0.6311360448807855,0.6311360448807855
29,0.6636205816221803,0.7869705226653455,0.7869705226653455,0.7869705226653455,0.7869705226653455,1.1903808832168579,0.5960729312762973,0.5960729312762973,0.5960729312762973,0.5960729312762973
30,0.6596211758055706,0.7810255139955412,0.7810255139955412,0.7810255139955412,0.7810255139955411,1.0882065415382385,0.6479663394109397,0.6479663394109397,0.6479663394109397,0.6479663394109397
31,0.6191704778567605,0.7956403269754768,0.7956403269754768,0.7956403269754768,0.7956403269754768,1.1633069819874233,0.6283309957924264,0.6283309957924264,0.6283309957924264,0.6283309957924264
32,0.6191929570535426,0.7926678226405747,0.7926678226405747,0.7926678226405747,0.7926678226405747,1.1372410827212864,0.6269284712482468,0.6269284712482468,0.6269284712482468,0.6269284712482468
33,0.6051759990189858,0.8033192965073074,0.8033192965073074,0.8033192965073074,0.8033192965073074,1.1063803056875865,0.6563814866760168,0.6563814866760168,0.6563814866760168,0.6563814866760168
34,0.5893124081636135,0.8171909834035175,0.8171909834035175,0.8171909834035175,0.8171909834035175,1.0628279844919841,0.6844319775596073,0.6844319775596073,0.6844319775596073,0.6844319775596073
35,0.5801307918290376,0.816447857319792,0.816447857319792,0.816447857319792,0.816447857319792,1.0848257614506616,0.6479663394109397,0.6479663394109397,0.6479663394109397,0.6479663394109397
36,0.5645891799050358,0.8102551399554124,0.8102551399554124,0.8102551399554124,0.8102551399554124,1.0481888479656642,0.6563814866760168,0.6563814866760168,0.6563814866760168,0.6563814866760168
37,0.5452502615484796,0.8233837007678969,0.8233837007678969,0.8233837007678969,0.8233837007678969,1.1331545101271736,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516
38,0.5316633633945299,0.8320535050780282,0.8320535050780282,0.8320535050780282,0.8320535050780282,1.1349576420254177,0.6367461430575035,0.6367461430575035,0.6367461430575035,0.6367461430575035
39,0.49937354505297693,0.8434481050284865,0.8434481050284865,0.8434481050284865,0.8434481050284865,1.0141762031449213,0.6732117812061711,0.6732117812061711,0.6732117812061711,0.6732117812061711
40,0.49601791380893573,0.8464206093633887,0.8464206093633887,0.8464206093633887,0.8464206093633887,1.0332632356219822,0.6563814866760168,0.6563814866760168,0.6563814866760168,0.6563814866760168
41,0.4745456456784674,0.8493931136982908,0.8493931136982908,0.8493931136982908,0.8493931136982908,1.0951036228073967,0.6507713884992987,0.6507713884992987,0.6507713884992987,0.6507713884992987
42,0.4647075125704641,0.8560812484518207,0.8560812484518207,0.8560812484518207,0.8560812484518207,1.1808328138457405,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.6451612903225806
43,0.4404666526279902,0.8632648005945008,0.8632648005945008,0.8632648005945008,0.8632648005945008,1.0994482457637786,0.6465638148667602,0.6465638148667602,0.6465638148667602,0.6465638148667602
44,0.45435738964043115,0.8545949962843696,0.8545949962843696,0.8545949962843696,0.8545949962843696,1.0775722907649146,0.6816269284712483,0.6816269284712483,0.6816269284712483,0.6816269284712483
